,image1,image2,label
5843,demo\Data\LFW_Demo\Nanni_Moretti_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,0
4153,demo\Data\LFW_Demo\Andre_Agassi_0011.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
4882,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,demo\Data\LFW_Demo\Michael_Chiklis_0004.jpg,0
3061,demo\Data\LFW_Demo\Richard_Virenque_0006.jpg,demo\Data\LFW_Demo\Richard_Virenque_0008.jpg,1
5608,demo\Data\LFW_Demo\Amelie_Mauresmo_0012.jpg,demo\Data\LFW_Demo\Kirk_Doerger_0001.jpg,0
6506,demo\Data\LFW_Demo\Joe_Torre_0004.jpg,demo\Data\LFW_Demo\Kaio_Almeida_0001.jpg,0
1735,demo\Data\LFW_Demo\Guillermo_Coria_0029.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0008.jpg,1
2823,demo\Data\LFW_Demo\Ann_Godbehere_0001.jpg,demo\Data\LFW_Demo\Carol_Moseley_Braun_0001.jpg,0
4998,demo\Data\LFW_Demo\Vladimir_Putin_0048.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0033.jpg,1
5797,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
2475,demo\Data\LFW_Demo\Andre_Agassi_0009.jpg,demo\Data\LFW_Demo\Queen_Elizabeth_II_0006.jpg,0
2564,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
5527,demo\Data\LFW_Demo\Saddam_Hussein_0018.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0010.jpg,1
5071,demo\Data\LFW_Demo\Uma_Thurman_0001.jpg,demo\Data\LFW_Demo\Sachin_Tendulkar_0001.jpg,0
707,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,demo\Data\LFW_Demo\Megawati_Sukarnoputri_0029.jpg,0
3046,demo\Data\LFW_Demo\Guillermo_Coria_0023.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0025.jpg,1
5599,demo\Data\LFW_Demo\Paul_William_Hurley_0001.jpg,demo\Data\LFW_Demo\Dan_Bartlett_0001.jpg,0
5004,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,1
72,demo\Data\LFW_Demo\Ramon_Cardenas_0001.jpg,demo\Data\LFW_Demo\Monique_Garbrecht-Enfeldt_0003.jpg,0
6145,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,demo\Data\LFW_Demo\Andre_Agassi_0033.jpg,1
1190,demo\Data\LFW_Demo\Michael_Douglas_0003.jpg,demo\Data\LFW_Demo\Steve_Fehr_0001.jpg,0
2601,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
1125,demo\Data\LFW_Demo\Guillermo_Coria_0011.jpg,demo\Data\LFW_Demo\Venus_Williams_0005.jpg,0
1241,demo\Data\LFW_Demo\Thomas_Fargo_0002.jpg,demo\Data\LFW_Demo\Laura_Bush_0023.jpg,0
6040,demo\Data\LFW_Demo\Pedro_Almodovar_0007.jpg,demo\Data\LFW_Demo\Gina_Lollobrigida_0001.jpg,0
5502,demo\Data\LFW_Demo\Amelie_Mauresmo_0004.jpg,demo\Data\LFW_Demo\David_Beckham_0014.jpg,0
3351,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0026.jpg,1
4008,demo\Data\LFW_Demo\Itamar_Franco_0001.jpg,demo\Data\LFW_Demo\Alex_Ferguson_0001.jpg,0
1577,demo\Data\LFW_Demo\Vladimir_Putin_0026.jpg,demo\Data\LFW_Demo\Michelle_Yeoh_0001.jpg,0
3906,demo\Data\LFW_Demo\Guillermo_Coria_0012.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0013.jpg,1
3729,demo\Data\LFW_Demo\Andre_Agassi_0031.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
4358,demo\Data\LFW_Demo\Ray_Young_0001.jpg,demo\Data\LFW_Demo\Prince_Naruhito_0002.jpg,0
1343,demo\Data\LFW_Demo\Guillermo_Coria_0030.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,1
6561,demo\Data\LFW_Demo\Andre_Agassi_0031.jpg,demo\Data\LFW_Demo\Andre_Agassi_0029.jpg,1
440,demo\Data\LFW_Demo\Hamzah_Haz_0002.jpg,demo\Data\LFW_Demo\Roseanne_Barr_0003.jpg,0
1100,demo\Data\LFW_Demo\Andre_Agassi_0019.jpg,demo\Data\LFW_Demo\Andre_Agassi_0014.jpg,1
2637,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
5767,demo\Data\LFW_Demo\Amelie_Mauresmo_0008.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0011.jpg,1
649,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,1
1546,demo\Data\LFW_Demo\Amelie_Mauresmo_0003.jpg,demo\Data\LFW_Demo\Serena_Williams_0021.jpg,0
4984,demo\Data\LFW_Demo\Joe_Torre_0003.jpg,demo\Data\LFW_Demo\Hugo_Chavez_0022.jpg,0
5003,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
2852,demo\Data\LFW_Demo\Fred_Durst_0001.jpg,demo\Data\LFW_Demo\Sourav_Ganguly_0005.jpg,0
3503,demo\Data\LFW_Demo\Ann_Veneman_0006.jpg,demo\Data\LFW_Demo\Ann_Veneman_0005.jpg,1
6292,demo\Data\LFW_Demo\Duncan_Fletcher_0001.jpg,demo\Data\LFW_Demo\Lleyton_Hewitt_0011.jpg,0
630,demo\Data\LFW_Demo\Gwendal_Peizerat_0003.jpg,demo\Data\LFW_Demo\Ranil_Wickremasinghe_0003.jpg,0
1249,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,demo\Data\LFW_Demo\Dieter_Zetsche_0001.jpg,0
5105,demo\Data\LFW_Demo\Fujio_Cho_0001.jpg,demo\Data\LFW_Demo\Danny_Glover_0001.jpg,0
482,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0008.jpg,1
1584,demo\Data\LFW_Demo\Max_Mayfield_0001.jpg,demo\Data\LFW_Demo\George_Robertson_0009.jpg,0
1462,demo\Data\LFW_Demo\Guillermo_Coria_0028.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0019.jpg,1
3040,demo\Data\LFW_Demo\Maggie_Smith_0002.jpg,demo\Data\LFW_Demo\Luis_Ernesto_Derbez_Bautista_0006.jpg,0
5559,demo\Data\LFW_Demo\George_Papandreou_0001.jpg,demo\Data\LFW_Demo\Britney_Spears_0005.jpg,0
3273,demo\Data\LFW_Demo\Saddam_Hussein_0023.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0013.jpg,1
3683,demo\Data\LFW_Demo\King_Abdullah_II_0004.jpg,demo\Data\LFW_Demo\King_Abdullah_II_0003.jpg,1
4145,demo\Data\LFW_Demo\Jim_Kelly_0001.jpg,demo\Data\LFW_Demo\Richard_Tubb_0001.jpg,0
6172,demo\Data\LFW_Demo\Andre_Agassi_0018.jpg,demo\Data\LFW_Demo\Andre_Agassi_0010.jpg,1
3225,demo\Data\LFW_Demo\Pedro_Almodovar_0003.jpg,demo\Data\LFW_Demo\Pedro_Almodovar_0004.jpg,1
1072,demo\Data\LFW_Demo\Amelie_Mauresmo_0020.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0021.jpg,1
2631,demo\Data\LFW_Demo\Brian_Williams_0001.jpg,demo\Data\LFW_Demo\Lincoln_Chafee_0001.jpg,0
1660,demo\Data\LFW_Demo\Guillermo_Coria_0003.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0011.jpg,1
2425,demo\Data\LFW_Demo\Guillermo_Coria_0017.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0030.jpg,1
5533,demo\Data\LFW_Demo\Andre_Agassi_0028.jpg,demo\Data\LFW_Demo\Angelina_Jolie_0009.jpg,0
3097,demo\Data\LFW_Demo\Vladimir_Putin_0024.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,1
3976,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
5875,demo\Data\LFW_Demo\Guillermo_Coria_0009.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0004.jpg,1
6239,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
4656,demo\Data\LFW_Demo\Grady_Irvin_Jr_0001.jpg,demo\Data\LFW_Demo\Shanna_Zolman_0001.jpg,0
5198,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,demo\Data\LFW_Demo\Clara_Harris_0005.jpg,0
1408,demo\Data\LFW_Demo\Francisco_Garcia_0001.jpg,demo\Data\LFW_Demo\Joschka_Fischer_0010.jpg,0
1845,demo\Data\LFW_Demo\Saddam_Hussein_0015.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0002.jpg,1
1798,demo\Data\LFW_Demo\Hamzah_Haz_0002.jpg,demo\Data\LFW_Demo\Jefferson_Perez_0001.jpg,0
3957,demo\Data\LFW_Demo\Vladimir_Putin_0042.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,1
1475,demo\Data\LFW_Demo\Saddam_Hussein_0010.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0011.jpg,1
35,demo\Data\LFW_Demo\Michael_Andretti_0001.jpg,demo\Data\LFW_Demo\Jacques_Chirac_0052.jpg,0
444,demo\Data\LFW_Demo\Yao_Ming_0003.jpg,demo\Data\LFW_Demo\Gloria_Macapagal_Arroyo_0031.jpg,0
2359,demo\Data\LFW_Demo\Andre_Agassi_0030.jpg,demo\Data\LFW_Demo\Andre_Agassi_0025.jpg,1
3654,demo\Data\LFW_Demo\Carlos_Vives_0003.jpg,demo\Data\LFW_Demo\Brooke_Shields_0002.jpg,0
3179,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
1286,demo\Data\LFW_Demo\Saddam_Hussein_0023.jpg,demo\Data\LFW_Demo\Gerhard_Schroeder_0064.jpg,0
4857,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,1
4445,demo\Data\LFW_Demo\Vladimir_Putin_0048.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,1
3416,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,demo\Data\LFW_Demo\Antonio_Trillanes_0003.jpg,0
2137,demo\Data\LFW_Demo\Mike_Myers_0002.jpg,demo\Data\LFW_Demo\Mike_Myers_0004.jpg,1
2636,demo\Data\LFW_Demo\Saddam_Hussein_0004.jpg,demo\Data\LFW_Demo\George_W_Bush_0480.jpg,0
4016,demo\Data\LFW_Demo\Gonzalo_Barrientos_0001.jpg,demo\Data\LFW_Demo\Mike_Thibault_0001.jpg,0
6351,demo\Data\LFW_Demo\Lee_Nam-shin_0001.jpg,demo\Data\LFW_Demo\Dusty_Baker_0001.jpg,0
1681,demo\Data\LFW_Demo\Mike_Myers_0005.jpg,demo\Data\LFW_Demo\Mike_Myers_0003.jpg,1
4767,demo\Data\LFW_Demo\Andre_Agassi_0033.jpg,demo\Data\LFW_Demo\Graham_Bentley_0001.jpg,0
1692,demo\Data\LFW_Demo\Vladimir_Putin_0011.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0012.jpg,1
5807,demo\Data\LFW_Demo\Ann_Veneman_0005.jpg,demo\Data\LFW_Demo\Ann_Veneman_0008.jpg,1
5223,demo\Data\LFW_Demo\Tamara_Brooks_0001.jpg,demo\Data\LFW_Demo\Mariah_Carey_0001.jpg,0
3635,demo\Data\LFW_Demo\Prakash_Hinduja_0001.jpg,demo\Data\LFW_Demo\Tariq_Aziz_0006.jpg,0
372,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0013.jpg,1
5036,demo\Data\LFW_Demo\Guillermo_Coria_0005.jpg,demo\Data\LFW_Demo\Bill_McBride_0009.jpg,0
140,demo\Data\LFW_Demo\Shane_Mosley_0002.jpg,demo\Data\LFW_Demo\Marian_Dolan_0001.jpg,0
4419,demo\Data\LFW_Demo\Andre_Agassi_0008.jpg,demo\Data\LFW_Demo\Andre_Agassi_0005.jpg,1
6120,demo\Data\LFW_Demo\Shaun_Pollock_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0032.jpg,0
5394,demo\Data\LFW_Demo\Amelie_Mauresmo_0017.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0011.jpg,1
714,demo\Data\LFW_Demo\Nanni_Moretti_0001.jpg,demo\Data\LFW_Demo\Jayson_Williams_0003.jpg,0
3188,demo\Data\LFW_Demo\Amelie_Mauresmo_0019.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0003.jpg,1
5793,demo\Data\LFW_Demo\Barry_Diller_0001.jpg,demo\Data\LFW_Demo\Mohamed_ElBaradei_0002.jpg,0
4431,demo\Data\LFW_Demo\Yao_Ming_0008.jpg,demo\Data\LFW_Demo\Sylvester_Stallone_0007.jpg,0
5620,demo\Data\LFW_Demo\Amelie_Mauresmo_0001.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0011.jpg,1
406,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,demo\Data\LFW_Demo\Andre_Agassi_0016.jpg,1
20,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0003.jpg,1
1004,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0009.jpg,1
2411,demo\Data\LFW_Demo\Mike_Myers_0002.jpg,demo\Data\LFW_Demo\Vaclav_Havel_0005.jpg,0
2545,demo\Data\LFW_Demo\Johan_Bruyneel_0001.jpg,demo\Data\LFW_Demo\Joe_Nichols_0002.jpg,0
2390,demo\Data\LFW_Demo\Paul_Martin_0005.jpg,demo\Data\LFW_Demo\Joseph_Hoy_0001.jpg,0
5270,demo\Data\LFW_Demo\Vladimir_Putin_0041.jpg,demo\Data\LFW_Demo\Cedric_Benson_0001.jpg,0
42,demo\Data\LFW_Demo\Patricia_Medina_0001.jpg,demo\Data\LFW_Demo\Tony_Blair_0117.jpg,0
2830,demo\Data\LFW_Demo\Mike_Myers_0004.jpg,demo\Data\LFW_Demo\Billy_Boyd_0001.jpg,0
3371,demo\Data\LFW_Demo\King_Abdullah_II_0004.jpg,demo\Data\LFW_Demo\King_Abdullah_II_0001.jpg,1
3022,demo\Data\LFW_Demo\David_Dorfman_0001.jpg,demo\Data\LFW_Demo\Atiabet_Ijan_Amabel_0001.jpg,0
3364,demo\Data\LFW_Demo\Michael_Ballack_0003.jpg,demo\Data\LFW_Demo\Chip_Knight_0001.jpg,0
4399,demo\Data\LFW_Demo\Mikhail_Kalashnikov_0001.jpg,demo\Data\LFW_Demo\Pete_Sampras_0021.jpg,0
11,demo\Data\LFW_Demo\Vladimir_Putin_0040.jpg,demo\Data\LFW_Demo\John_Perrota_0001.jpg,0
1177,demo\Data\LFW_Demo\Vladimir_Putin_0007.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0006.jpg,1
1947,demo\Data\LFW_Demo\Oscar_Elias_Biscet_0001.jpg,demo\Data\LFW_Demo\Russell_Simmons_0002.jpg,0
2501,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,1
2863,demo\Data\LFW_Demo\Andre_Agassi_0034.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0035.jpg,0
3865,demo\Data\LFW_Demo\Amelie_Mauresmo_0016.jpg,demo\Data\LFW_Demo\Jacques_Rogge_0010.jpg,0
1026,demo\Data\LFW_Demo\Ann_Veneman_0003.jpg,demo\Data\LFW_Demo\Alvaro_Uribe_0015.jpg,0
3848,demo\Data\LFW_Demo\Guillermo_Coria_0005.jpg,demo\Data\LFW_Demo\Dale_Bosworth_0001.jpg,0
2989,demo\Data\LFW_Demo\Amelie_Mauresmo_0020.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0009.jpg,1
961,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,1
2889,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,1
3015,demo\Data\LFW_Demo\Lisa_Girman_0001.jpg,demo\Data\LFW_Demo\Pete_Sampras_0019.jpg,0
3338,demo\Data\LFW_Demo\Hermann_Maier_0002.jpg,demo\Data\LFW_Demo\Ian_Thorpe_0004.jpg,0
4626,demo\Data\LFW_Demo\Vladimir_Putin_0044.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,1
735,demo\Data\LFW_Demo\Amelie_Mauresmo_0017.jpg,demo\Data\LFW_Demo\Mathilda_Karel_Spak_0001.jpg,0
4400,demo\Data\LFW_Demo\Amelie_Mauresmo_0007.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0013.jpg,1
1440,demo\Data\LFW_Demo\Saddam_Hussein_0006.jpg,demo\Data\LFW_Demo\Jiri_Novak_0006.jpg,0
2875,demo\Data\LFW_Demo\Vladimir_Putin_0037.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,1
3986,demo\Data\LFW_Demo\Amelie_Mauresmo_0015.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0008.jpg,1
916,demo\Data\LFW_Demo\Yao_Ming_0006.jpg,demo\Data\LFW_Demo\Sachiko_Yamada_0001.jpg,0
5476,demo\Data\LFW_Demo\Andre_Agassi_0015.jpg,demo\Data\LFW_Demo\Eugene_Melnyk_0001.jpg,0
4089,demo\Data\LFW_Demo\Carlos_Vives_0003.jpg,demo\Data\LFW_Demo\Sasha_Cohen_0001.jpg,0
6067,demo\Data\LFW_Demo\Juan_Carlos_0001.jpg,demo\Data\LFW_Demo\Tassos_Papadopoulos_0001.jpg,0
5125,demo\Data\LFW_Demo\Amelie_Mauresmo_0020.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0019.jpg,1
2772,demo\Data\LFW_Demo\Paul_Martin_0005.jpg,demo\Data\LFW_Demo\Jean-Marc_de_La_Sabliere_0002.jpg,0
1624,demo\Data\LFW_Demo\Andre_Agassi_0005.jpg,demo\Data\LFW_Demo\James_Brazelton_0001.jpg,0
5200,demo\Data\LFW_Demo\Gavyn_Arthur_0001.jpg,demo\Data\LFW_Demo\Lisa_Stone_0001.jpg,0
821,demo\Data\LFW_Demo\Andre_Agassi_0001.jpg,demo\Data\LFW_Demo\Andre_Agassi_0030.jpg,1
1367,demo\Data\LFW_Demo\Yuri_Malenchenko_0002.jpg,demo\Data\LFW_Demo\Jiri_Novak_0001.jpg,0
3712,demo\Data\LFW_Demo\Saddam_Hussein_0014.jpg,demo\Data\LFW_Demo\Billy_Tibbets_0001.jpg,0
5899,demo\Data\LFW_Demo\Vladimir_Putin_0047.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
850,demo\Data\LFW_Demo\Bob_Graham_0005.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,0
1000,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,demo\Data\LFW_Demo\Paris_Hilton_0002.jpg,0
4872,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,demo\Data\LFW_Demo\Andre_Agassi_0029.jpg,1
4114,demo\Data\LFW_Demo\Pedro_Almodovar_0001.jpg,demo\Data\LFW_Demo\Pedro_Almodovar_0002.jpg,1
1637,demo\Data\LFW_Demo\Carlos_Queiroz_0001.jpg,demo\Data\LFW_Demo\Ernie_Els_0001.jpg,0
1667,demo\Data\LFW_Demo\Vladimir_Putin_0043.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0049.jpg,1
3173,demo\Data\LFW_Demo\Andre_Agassi_0025.jpg,demo\Data\LFW_Demo\Andre_Agassi_0031.jpg,1
4988,demo\Data\LFW_Demo\Guillermo_Coria_0014.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0030.jpg,1
1347,demo\Data\LFW_Demo\Saddam_Hussein_0007.jpg,demo\Data\LFW_Demo\Abdullah_al-Attiyah_0003.jpg,0
5629,demo\Data\LFW_Demo\Amelie_Mauresmo_0017.jpg,demo\Data\LFW_Demo\Andrew_Weissmann_0001.jpg,0
3230,demo\Data\LFW_Demo\Vladimir_Putin_0036.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
4605,demo\Data\LFW_Demo\Andre_Agassi_0033.jpg,demo\Data\LFW_Demo\Graciano_Rocchigiani_0001.jpg,0
5038,demo\Data\LFW_Demo\Andre_Agassi_0004.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
3232,demo\Data\LFW_Demo\Richard_Virenque_0002.jpg,demo\Data\LFW_Demo\Jennifer_Lopez_0016.jpg,0
5369,demo\Data\LFW_Demo\Felix_Sanchez_0001.jpg,demo\Data\LFW_Demo\Walter_Mondale_0010.jpg,0
703,demo\Data\LFW_Demo\Paul_Martin_0001.jpg,demo\Data\LFW_Demo\Ron_Dittemore_0008.jpg,0
5228,demo\Data\LFW_Demo\Vladimir_Putin_0010.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0019.jpg,1
3291,demo\Data\LFW_Demo\Vladimir_Putin_0013.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0028.jpg,1
3673,demo\Data\LFW_Demo\Amelie_Mauresmo_0005.jpg,demo\Data\LFW_Demo\Amelie_Mauresmo_0003.jpg,1
2408,demo\Data\LFW_Demo\Vladimir_Putin_0045.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0029.jpg,1
1327,demo\Data\LFW_Demo\Andre_Agassi_0003.jpg,demo\Data\LFW_Demo\Andre_Agassi_0012.jpg,1
6116,demo\Data\LFW_Demo\Vladimir_Putin_0031.jpg,demo\Data\LFW_Demo\Jennifer_Aniston_0020.jpg,0
5381,demo\Data\LFW_Demo\Vladimir_Putin_0023.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,1
4440,demo\Data\LFW_Demo\Vladimir_Putin_0015.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
5483,demo\Data\LFW_Demo\Andre_Agassi_0006.jpg,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,1
986,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,demo\Data\LFW_Demo\Rodney_Dangerfield_0001.jpg,0
5956,demo\Data\LFW_Demo\Guillermo_Coria_0029.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0026.jpg,1
5643,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0005.jpg,demo\Data\LFW_Demo\LeBron_James_0005.jpg,0
5435,demo\Data\LFW_Demo\Gabrielle_Union_0001.jpg,demo\Data\LFW_Demo\George_W_Bush_0058.jpg,0
4049,demo\Data\LFW_Demo\Christopher_Patten_0002.jpg,demo\Data\LFW_Demo\Dewayne_White_0001.jpg,0
3485,demo\Data\LFW_Demo\Vladimir_Putin_0017.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0027.jpg,1
2474,demo\Data\LFW_Demo\Jeane_Kirkpatrick_0001.jpg,demo\Data\LFW_Demo\Scott_Peterson_0005.jpg,0
3873,demo\Data\LFW_Demo\Sarah_Jessica_Parker_0003.jpg,demo\Data\LFW_Demo\Faisal_Iqbal_0001.jpg,0
1198,demo\Data\LFW_Demo\Ed_Rendell_0001.jpg,demo\Data\LFW_Demo\Bernardo_Segura_0001.jpg,0
4181,demo\Data\LFW_Demo\Guillermo_Coria_0010.jpg,demo\Data\LFW_Demo\Guillermo_Coria_0008.jpg,1
1518,demo\Data\LFW_Demo\Vladimir_Putin_0034.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0038.jpg,1
1799,demo\Data\LFW_Demo\Cedric_Benson_0001.jpg,demo\Data\LFW_Demo\Amelia_Vega_0007.jpg,0
1014,demo\Data\LFW_Demo\Vladimir_Putin_0011.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0025.jpg,1
128,demo\Data\LFW_Demo\Jonathan_Edwards_0006.jpg,demo\Data\LFW_Demo\Jonathan_Edwards_0007.jpg,1
1364,demo\Data\LFW_Demo\Saddam_Hussein_0019.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0010.jpg,1
5043,demo\Data\LFW_Demo\Gordon_Brown_0007.jpg,demo\Data\LFW_Demo\Heath_Ledger_0004.jpg,0
4470,demo\Data\LFW_Demo\Richard_Virenque_0007.jpg,demo\Data\LFW_Demo\Bill_Frist_0006.jpg,0
891,demo\Data\LFW_Demo\Andre_Agassi_0035.jpg,demo\Data\LFW_Demo\Andre_Agassi_0007.jpg,1
2793,demo\Data\LFW_Demo\Vladimir_Putin_0046.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0014.jpg,1
5555,demo\Data\LFW_Demo\Hamzah_Haz_0001.jpg,demo\Data\LFW_Demo\Taha_Yassin_Ramadan_0010.jpg,0
4403,demo\Data\LFW_Demo\Saddam_Hussein_0004.jpg,demo\Data\LFW_Demo\George_W_Bush_0489.jpg,0
6261,demo\Data\LFW_Demo\Guillermo_Coria_0005.jpg,demo\Data\LFW_Demo\Andre_Agassi_0022.jpg,0
5627,demo\Data\LFW_Demo\Vladimir_Putin_0021.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0001.jpg,1
3249,demo\Data\LFW_Demo\Cedric_Benson_0001.jpg,demo\Data\LFW_Demo\Bob_Petrino_0001.jpg,0
1208,demo\Data\LFW_Demo\Teresa_Heinz_Kerry_0001.jpg,demo\Data\LFW_Demo\Pieter_Bouw_0001.jpg,0
3868,demo\Data\LFW_Demo\Patrick_Roy_0001.jpg,demo\Data\LFW_Demo\Keanu_Reeves_0005.jpg,0
5893,demo\Data\LFW_Demo\Jim_Ahern_0001.jpg,demo\Data\LFW_Demo\Wen_Jiabao_0010.jpg,0
4065,demo\Data\LFW_Demo\Bob_Graham_0006.jpg,demo\Data\LFW_Demo\Catherine_Bell_0001.jpg,0
5613,demo\Data\LFW_Demo\Andre_Agassi_0032.jpg,demo\Data\LFW_Demo\Andre_Agassi_0013.jpg,1
1239,demo\Data\LFW_Demo\Saddam_Hussein_0016.jpg,demo\Data\LFW_Demo\Saddam_Hussein_0020.jpg,1
2289,demo\Data\LFW_Demo\Amelie_Mauresmo_0010.jpg,demo\Data\LFW_Demo\Ronald_Reagan_0001.jpg,0
2740,demo\Data\LFW_Demo\Vladimir_Putin_0004.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0040.jpg,1
275,demo\Data\LFW_Demo\Andre_Agassi_0024.jpg,demo\Data\LFW_Demo\Andre_Agassi_0011.jpg,1
4585,demo\Data\LFW_Demo\Teri_ORourke_0001.jpg,demo\Data\LFW_Demo\Nebojsa_Pavkovic_0002.jpg,0
1035,demo\Data\LFW_Demo\Vladimir_Putin_0002.jpg,demo\Data\LFW_Demo\Vladimir_Putin_0030.jpg,1
1229,demo\Data\LFW_Demo\Donatella_Versace_0003.jpg,demo\Data\LFW_Demo\Allison_Searing_0001.jpg,0
